iter	MultiClass
411	0.07829943173
412	0.07806473099
413	0.07774989551
414	0.07753053836
415	0.0771898461
416	0.07704336662
417	0.07684353376
418	0.07660053879
419	0.07641389435
420	0.07613556857
421	0.07592149285
422	0.0756955457
423	0.07552635499
424	0.07533144906
425	0.07508704663
426	0.07474160155
427	0.07451117779
428	0.07428555849
429	0.07405245413
430	0.07391175601
431	0.07368684642
432	0.07355173081
433	0.07331330383
434	0.07313424194
435	0.0728705346
436	0.07265846106
437	0.07245613275
438	0.07227675618
439	0.07217448181
440	0.07195949244
441	0.07179428407
442	0.0716395101
443	0.07140293515
444	0.07113133424
445	0.07089014593
446	0.07069367115
447	0.07053877182
448	0.07033904998
449	0.07015761888
450	0.06994555284
451	0.06972127365
452	0.06950658379
453	0.06929547401
454	0.06912414713
455	0.06896254968
456	0.06874355477
457	0.06855299128
458	0.06830389654
459	0.06811738117
460	0.06793154112
461	0.06776049335
462	0.06763153433
463	0.0674045036
464	0.06721492974
465	0.06697725779
466	0.06677620461
467	0.06663413779
468	0.06647773603
469	0.06637038152
470	0.06618562606
471	0.06600907024
472	0.06582006706
473	0.06577342879
474	0.06559778147
475	0.06533563309
476	0.06518879555
477	0.06508431152
478	0.06494525829
479	0.06471949634
480	0.06454482692
481	0.06435748345
482	0.06415474321
483	0.06396989461
484	0.06381083542
485	0.06366069935
486	0.06348744825
487	0.06344338372
488	0.06328912991
489	0.06311401357
490	0.06294785096
491	0.06278372069
492	0.06269782469
493	0.06255237641
494	0.06242459205
495	0.06231424621
496	0.06214114306
497	0.06199227758
498	0.0618641768
499	0.0617207554
500	0.06156287425
501	0.06145922848
502	0.06142888773
503	0.06123628036
504	0.06102056641
505	0.06084859625
506	0.06064961289
507	0.06053000579
508	0.06036834947
509	0.06032628383
510	0.06019207075
511	0.0600132508
512	0.05983395532
513	0.05969174392
514	0.05954009849
515	0.05931257568
516	0.05916534189
517	0.05908113455
518	0.05890282836
519	0.05872166094
520	0.0585269832
521	0.05837671554
522	0.05817853818
523	0.0580671041
524	0.05787561043
525	0.05770366473
526	0.05761798584
527	0.05741765912
528	0.0572654907
529	0.0571470129
530	0.05697107059
531	0.0568276403
532	0.05667135347
533	0.05655473088
534	0.05642528732
535	0.05633810241
536	0.05621280122
537	0.05598426272
538	0.05584804377
539	0.05580081739
540	0.05566985416
541	0.05555451794
542	0.05546529277
543	0.05529087636
544	0.05513126367
545	0.054990083
546	0.05485294866
547	0.0547342752
548	0.0545756118
549	0.05444157691
550	0.05426651483
551	0.05413968986
552	0.05403292592
553	0.05394491675
554	0.05388891906
555	0.05375782898
556	0.05373405232
557	0.05356565925
558	0.05344365697
559	0.05329587688
560	0.05320386432
561	0.05311811135
562	0.05298880928
563	0.05283581475
564	0.05270872117
565	0.05259756808
566	0.05246374085
567	0.05235160911
568	0.05218256876
569	0.05209020414
570	0.05198189658
571	0.05189513203
572	0.05171434816
573	0.0515841491
574	0.05147604987
575	0.05144795832
576	0.05135818726
577	0.05125456849
578	0.05114984313
579	0.05102269484
580	0.05092383999
581	0.05082263833
582	0.05066503623
583	0.05051213616
584	0.05041468125
585	0.05029762163
586	0.05021296738
587	0.05014906552
588	0.05011666198
589	0.04999741601
590	0.04987763532
591	0.04977197162
592	0.04969693899
593	0.04957935421
594	0.0494426154
595	0.04934260319
596	0.04923207642
597	0.04910564399
598	0.04902962163
599	0.04890687765
600	0.04880066297
601	0.04873704665
602	0.04867235441
603	0.04859301772
604	0.04856346532
605	0.04838205862
606	0.04830432557
607	0.04821944842
608	0.04810854367
609	0.04799052222
610	0.04783923047
611	0.04780059538
612	0.04773204104
613	0.04768155977
614	0.04754308162
615	0.04743092502
616	0.04733670791
617	0.04723484438
618	0.04713826473
619	0.04703610263
620	0.04699158082
621	0.04689074881
622	0.04680958712
623	0.04675582693
624	0.04664828261
625	0.04654235094
626	0.04646222776
627	0.04635108287
628	0.04624369489
629	0.04619368126
630	0.046092798
631	0.0460198873
632	0.04595097067
633	0.04587667696
634	0.04575204771
635	0.04564681247
636	0.04559211619
637	0.04553027722
638	0.04544225543
639	0.04538903839
640	0.04529306717
641	0.04523072643
642	0.04516881361
643	0.04511754061
644	0.04505277117
645	0.04498005827
646	0.04486355739
647	0.04475924925
648	0.04465872539
649	0.04456236871
650	0.04450882617
651	0.0443970219
652	0.04431230965
653	0.0442102869
654	0.04411862948
655	0.04404718885
656	0.043946488
657	0.04384999687
658	0.04374004021
659	0.04365442732
660	0.04361119344
661	0.04352452636
662	0.04344512047
663	0.04337918922
664	0.04326469837
665	0.04316609474
666	0.04306946618
667	0.04302014104
668	0.04294182087
669	0.04284375704
670	0.04276793265
671	0.04270814096
672	0.0426499926
673	0.04258314937
674	0.0425251696
675	0.04245303338
676	0.0423759804
677	0.04228823197
678	0.04219763612
679	0.04214814616
680	0.04209792698
681	0.04200192501
682	0.04191886752
683	0.04185440292
684	0.04177183044
685	0.04171149539
686	0.04164338222
687	0.04156329445
688	0.04148563789
689	0.04140552394
690	0.0413540086
691	0.04127054302
692	0.04118577175
693	0.0411193021
694	0.04105214328
695	0.04097198925
696	0.04088841338
697	0.04083950297
698	0.04074827622
699	0.0406854399
700	0.04061548164
701	0.04057227118
702	0.04051378839
703	0.04045906221
704	0.0403756643
705	0.0403531654
706	0.04025176524
707	0.04017933774
708	0.04009671726
709	0.0400371619
710	0.03996898858
711	0.03990952863
712	0.03985493521
713	0.03977856065
714	0.03970914288
715	0.03969164875
716	0.03961005277
717	0.03959002013
718	0.03953139272
719	0.03945067428
720	0.03937439811
721	0.03932105331
722	0.03922567531
723	0.03915358568
724	0.03909304578
725	0.0389946543
726	0.03889669878
727	0.0388288009
728	0.03878817515
729	0.03871142845
730	0.0386441216
731	0.03859558563
732	0.03854899504
733	0.03851790494
734	0.03843568888
735	0.03838091847
736	0.03831151222
737	0.03825924737
738	0.03818793159
739	0.03811464596
740	0.03806113349
741	0.03800483496
742	0.03792328444
743	0.03787087241
744	0.03782843363
745	0.03776194076
746	0.03774280604
747	0.03767448123
748	0.03762679363
749	0.03753411106
750	0.0374459135
751	0.03737359337
752	0.03729365233
753	0.03724180682
754	0.03717974121
755	0.03716053974
756	0.03710529414
757	0.0370370318
758	0.03697508934
759	0.03690584693
760	0.03685381725
761	0.03679775917
762	0.03673159276
763	0.03667785767
764	0.03662035468
765	0.03660527426
766	0.03658534822
767	0.03651865425
768	0.03645606535
769	0.03636342655
770	0.03629542821
771	0.03626434862
772	0.03617133006
773	0.03611643249
774	0.03604913556
775	0.03599019438
776	0.0359129109
777	0.03585704005
778	0.03581175666
779	0.03575230849
780	0.03568397801
781	0.03564260762
782	0.03558343067
783	0.03553070343
784	0.03547075105
785	0.03542263034
786	0.03537339709
787	0.03532241404
788	0.03527546403
789	0.03522190978
790	0.03516027981
791	0.03510623688
792	0.03506410005
793	0.03501044904
794	0.03498289168
795	0.03493099879
796	0.03488219279
797	0.03482147447
798	0.03477533383
799	0.03472521426
800	0.03468868847
801	0.03463043136
802	0.03457785748
803	0.03452694767
804	0.03446853996
805	0.0344255228
806	0.03435534466
807	0.03433698866
808	0.03429280851
809	0.03425434295
810	0.03416888879
811	0.03412741031
812	0.03410567648
813	0.03405082925
814	0.03401512692
815	0.03396823949
816	0.03390818657
817	0.03385007635
818	0.03379773435
819	0.03373313408
820	0.03363855877
821	0.03361951953
822	0.0335713953
823	0.03354435893
824	0.03350776317
825	0.03348433477
826	0.03344933397
827	0.03340026927
828	0.03334304488
829	0.03330146821
830	0.03323993011
831	0.03318995428
832	0.03315611106
833	0.03310899715
834	0.03306619016
835	0.0330280987
836	0.03298390022
837	0.03293391254
838	0.03287121112
839	0.03282032743
840	0.03277973643
841	0.03269010546
842	0.0326441109
843	0.03260037755
844	0.03253291885
845	0.03247403791
846	0.03240610208
847	0.03238518794
848	0.03234142256
849	0.03229967478
850	0.03223578879
851	0.03218571936
852	0.03215501614
853	0.03211475652
854	0.03204237874
855	0.03198278025
856	0.03193779542
857	0.03187120213
858	0.03180378264
859	0.03176493734
860	0.03170949712
861	0.03165831125
862	0.03164651833
863	0.03160349829
864	0.03155892924
865	0.03151738934
866	0.03150671079
867	0.03146396497
868	0.03142452745
869	0.03138655547
870	0.03133157042
871	0.03130112425
872	0.03126220738
873	0.03120800274
874	0.03117038399
875	0.03114556744
876	0.0310576869
877	0.03100757222
878	0.03096397581
879	0.0309335231
880	0.03087198793
881	0.03081688782
882	0.03077136769
883	0.03073561286
884	0.03069075621
885	0.03064133358
886	0.03061046401
887	0.03057163108
888	0.03054041428
889	0.03049163527
890	0.03045025812
891	0.03039537384
892	0.03034371661
893	0.03028207945
894	0.0302307876
895	0.03017146546
896	0.03014440745
897	0.03012626615
898	0.0300597407
899	0.03002325787
900	0.02997186034
901	0.02992635361
902	0.02986607894
903	0.02983342755
904	0.02980728868
905	0.02977607203
906	0.02972110884
907	0.02968158871
908	0.02962915363
909	0.02962254369
910	0.02957914755
911	0.02953184902
912	0.02948398221
913	0.02941538594
914	0.02935595678
915	0.02933603009
916	0.02929524438
917	0.02926392939
918	0.02922048212
919	0.02917264691
920	0.02912866162
921	0.02908714942
922	0.02905529746
923	0.02902565386
924	0.02898807001
925	0.02893193674
926	0.02890909481
927	0.02885152395
928	0.0288074153
929	0.02876001722
930	0.02870965155
931	0.02864861412
932	0.02860336513
933	0.02859415879
934	0.0285524055
935	0.02849178898
936	0.02845792924
937	0.02842418015
938	0.02839485807
939	0.02836931162
940	0.0283378202
941	0.02828149599
942	0.02824631052
943	0.02820194033
944	0.02816573734
945	0.02812071707
946	0.02808519837
947	0.02805193051
948	0.02801554733
949	0.02796672557
950	0.02793384078
951	0.02790753406
952	0.02787910472
953	0.02784029155
954	0.02780771694
955	0.02775861619
956	0.02772737809
957	0.02770885149
958	0.02766999565
959	0.0276159782
960	0.02759802245
961	0.0275578439
962	0.02752536986
963	0.02749305697
964	0.02748033084
965	0.02745954617
966	0.02741970613
967	0.02737965235
968	0.02735089103
969	0.02733855667
970	0.02731013381
971	0.02726109716
972	0.02722900942
973	0.02719469446
974	0.02715630924
975	0.02713517119
976	0.02710914843
977	0.02706603755
978	0.02702982869
979	0.02699114833
980	0.026951646
981	0.02692068759
982	0.02688278891
983	0.02684949891
984	0.02682752874
985	0.02680958443
986	0.02678111969
987	0.02672317449
988	0.0266764089
989	0.02664731371
990	0.02662832163
991	0.02660626533
992	0.02658440797
993	0.02655725576
994	0.02653204853
995	0.0265039162
996	0.02646494519
997	0.0264387344
998	0.02640539949
999	0.02637028484
